ID,Categoría,Subcategoría,Código,Nombre,Descripción,Precio,Costo,Proveedor,Activo,Favorito,Control de Stock,Stock,Margen,Contiene modificadores,Permitir vender solo,Posición,Tienda Online,Menú QR,Vender sin stock
666,Bebidas Gatunas Frías,Bebidas Coreanas,,ARIZONA SANDIA,,25.0,14.41,Sam's Club,Si,No,Si,,10.59,No,No,53000000,Según categoría,Según categoría,Si
581,Bebidas Gatunas Frías,Bebidas Coreanas,,BONG BONG BEBIDA,,57.0,,,No,No,No,,,No,Si,44500000,Según categoría,Según categoría,No
801,Bebidas Gatunas Frías,Bebidas Coreanas,,CAFÉ CAPPUCCINO  - OKF 240 ml,,55.0,21.85,Asiaon Mart,Si,No,Si,-2.0,33.15,No,Si,66000000,Según categoría,Según categoría,Si
803,Bebidas Gatunas Frías,Bebidas Coreanas,,CAFÉ LATTE - OKF 240 ml,,55.0,21.85,Asiaon Mart,Si,No,Si,1.0,33.15,No,Si,66200000,Según categoría,Según categoría,Si
802,Bebidas Gatunas Frías,Bebidas Coreanas,,CAFÉ MACCHIATO CARAMEL - OKF 240 ml,,55.0,21.85,Asiaon Mart,Si,No,Si,2.0,33.15,No,Si,66100000,Según categoría,Según categoría,Si
804,Bebidas Gatunas Frías,Bebidas Coreanas,,CAFÉ MOCHA (MOKA) - OKF 240 ml,,55.0,21.85,Asiaon Mart,Si,No,Si,0.0,33.15,No,Si,66300000,Según categoría,Según categoría,Si
700,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE CAFÉ VAINILLA AMERICANO - 230ml,,58.0,33.0,MEGAZONE,Si,No,Si,4.0,25.0,No,Si,56300000,Según categoría,Según categoría,Si
797,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE FRESA - 230ml,,58.0,31.15,,Si,No,Si,5.0,26.85,No,Si,65600000,Según categoría,Según categoría,Si
795,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE GRANADA - 230ml,,58.0,31.15,,Si,No,Si,0.0,26.85,No,Si,65400000,Según categoría,Según categoría,Si
808,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE MANGO (Doble Mango) - 230ml,,58.0,33.0,MEGAZONE,Si,No,Si,5.0,25.0,No,Si,66700000,Según categoría,Según categoría,Si
694,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE MANZANA - 230ml,,58.0,32.48,MEGAZONE,Si,No,Si,0.0,25.52,No,Si,55800000,Según categoría,Según categoría,Si
796,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE MORA AZUL - 230ml,,58.0,31.15,,Si,No,Si,2.0,26.85,No,Si,65500000,Según categoría,Según categoría,Si
693,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE NARANJA - 230ml,,58.0,32.48,MEGAZONE,Si,No,Si,0.0,25.52,No,Si,55700000,Según categoría,Según categoría,Si
794,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE SANDÍA - 230ml,,58.0,31.15,,Si,No,Si,7.0,26.85,No,Si,65300000,Según categoría,Si,Si
798,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE TÉ HELADO DURAZNO - 230ml,,58.0,31.15,,Si,No,Si,4.0,26.85,No,Si,65700000,Según categoría,Según categoría,Si
699,Bebidas Gatunas Frías,Bebidas Coreanas,,CANTABILE UVA VERDE - 230ml,,58.0,33.0,MEGAZONE,Si,No,Si,0.0,25.0,No,Si,56200000,Según categoría,Según categoría,Si
582,Bebidas Gatunas Frías,Bebidas Coreanas,,Chupa Chups,,70.0,,,No,No,No,,,No,Si,44600000,Según categoría,Según categoría,No
423,Bebidas Gatunas Frías,Bebidas Coreanas,,CHUPA CHUPS BEBIDA FRESA,,55.0,28.25,,Si,No,Si,0.0,26.75,No,Si,29400000,Según categoría,Según categoría,Si
790,Bebidas Gatunas Frías,Bebidas Coreanas,,CHUPA CHUPS BEBIDA MANGO,,55.0,28.25,,Si,No,Si,0.0,26.75,No,Si,64900000,Según categoría,Según categoría,Si
692,Bebidas Gatunas Frías,Bebidas Coreanas,,CHUPA CHUPS BEBIDA MELÓN CREMOSA,,47.0,32.0,,No,No,Si,0.0,15.0,No,Si,55600000,Según categoría,Según categoría,Si
424,Bebidas Gatunas Frías,Bebidas Coreanas,,CHUPA CHUPS BEBIDA NARANJA,,55.0,32.2,,Si,No,Si,0.0,22.8,No,Si,29500000,Según categoría,Según categoría,Si
789,Bebidas Gatunas Frías,Bebidas Coreanas,,CHUPA CHUPS BEBIDA RASPBERRY (FRAMBUESA),,55.0,28.25,,Si,No,Si,0.0,26.75,No,Si,64800000,Según categoría,Según categoría,Si
381,Bebidas Gatunas Frías,Bebidas Coreanas,,CHUPA CHUPS BEBIDA UVA,,47.0,32.2,,No,No,Si,0.0,14.8,No,Si,26000000,Según categoría,Según categoría,Si
716,Bebidas Gatunas Frías,Bebidas Coreanas,,COMBO SOJU MILKI,,125.0,68.17,,No,No,Si,,56.83,Si,Si,57700000,Según categoría,Según categoría,Si
677,Bebidas Gatunas Frías,Bebidas Coreanas,,COOL MOJITO - PURE PLUS 500ml,¡Delicioso Mojito! Bebida coreana sabor mojito de Lima-manzana y menta. No contiene alcohol. ¡Tómalo bien frío para un sabor más refrescante y delicioso!,55.0,31.75,MEGAFOOD,No,No,Si,0.0,23.25,No,Si,54100000,Según categoría,Según categoría,Si
678,Bebidas Gatunas Frías,Bebidas Coreanas,,COOL PIÑA COLADA - PURE PLUS 500 ml,,55.0,31.75,,No,No,Si,0.0,23.25,No,Si,54200000,Según categoría,Según categoría,Si
584,Bebidas Gatunas Frías,Bebidas Coreanas,,Could Brew Bts,,65.0,,,No,No,No,,,No,Si,44800000,Según categoría,Según categoría,No
580,Bebidas Gatunas Frías,Bebidas Coreanas,,Frais Juis,,39.0,,,No,No,No,,,No,Si,44400000,Según categoría,Según categoría,No
422,Bebidas Gatunas Frías,Bebidas Coreanas,,FRAIS JUS HALLABONG,,27.0,,,No,No,Si,0.0,,No,Si,29300000,Según categoría,Según categoría,Si
200,Bebidas Gatunas Frías,Bebidas Coreanas,,FRAIS JUS MANGO,,27.0,,,No,No,Si,0.0,,No,Si,1300000,Según categoría,Según categoría,Si
421,Bebidas Gatunas Frías,Bebidas Coreanas,,FRAIS JUS PIÑA,,27.0,,,No,No,Si,0.0,,No,Si,29200000,Según categoría,Según categoría,Si
585,Bebidas Gatunas Frías,Bebidas Coreanas,,Haita Coco Palm Sabor Mango,,58.0,,,No,No,No,,,No,Si,44900000,Según categoría,Según categoría,No
374,Bebidas Gatunas Frías,Bebidas Coreanas,,HAITAI BONG BONG UVA 238ml,,39.0,25.9,,No,No,Si,0.0,13.1,No,Si,25400000,Según categoría,Según categoría,Si
462,Bebidas Gatunas Frías,Bebidas Coreanas,,HAITAI COCO PALM MANGO 340ml,,40.0,21.27,DOKSURI,No,No,Si,0.0,18.73,No,Si,33200000,Según categoría,Según categoría,Si
669,Bebidas Gatunas Frías,Bebidas Coreanas,,HAITAI PERA,,39.0,36.1,DOKSURI,No,No,Si,0.0,2.9,No,Si,53300000,Según categoría,Según categoría,Si
695,Bebidas Gatunas Frías,Bebidas Coreanas,,HATA MORA AZUL,,65.0,,,Si,No,No,,,No,Si,55900000,Según categoría,Según categoría,No
657,Bebidas Gatunas Frías,Bebidas Coreanas,,HAZELNUT - MCNULTY,,47.0,25.0,DOKSURI,No,No,Si,0.0,22.0,Si,Si,52100000,Según categoría,Según categoría,Si
642,Bebidas Gatunas Frías,Bebidas Coreanas,,ICE TALK BLUE LEMON,,47.0,27.6125,,No,No,No,,19.3875,No,No,50600000,No,No,No
640,Bebidas Gatunas Frías,Bebidas Coreanas,,ICE TALK DURAZNO,,47.0,27.77,DOKSURI,No,No,No,,19.23,No,No,50400000,No,No,No
641,Bebidas Gatunas Frías,Bebidas Coreanas,,ICE TALK SANDIA,,47.0,27.77,DOKSURI,No,No,No,,19.23,No,No,50500000,No,No,No
828,Bebidas Gatunas Frías,Bebidas Coreanas,,LET'S BE CAFÉ,,47.0,,,No,No,Si,,,No,Si,68700000,Según categoría,Según categoría,Si
769,Bebidas Gatunas Frías,Bebidas Coreanas,,LET'S BE CAPUCCINO - Lotte 240ml,,47.0,20.77,MEGAZONE,No,No,Si,0.0,26.23,No,Si,62800000,Según categoría,Según categoría,Si
306,Bebidas Gatunas Frías,Bebidas Coreanas,,milkis,,0.0,0.0,,No,No,No,,0.0,No,No,19400000,Según categoría,Según categoría,No
465,Bebidas Gatunas Frías,Bebidas Coreanas,,MILKIS DURAZNO 250 ml,,43.0,21.0,,Si,No,Si,0.0,22.0,No,Si,33500000,Según categoría,Según categoría,No
373,Bebidas Gatunas Frías,Bebidas Coreanas,,MILKIS FRESA 250 ml,,43.0,23.0,,Si,No,Si,0.0,20.0,No,Si,25300000,Según categoría,Según categoría,Si
710,Bebidas Gatunas Frías,Bebidas Coreanas,,MILKIS MANZANA 250 ml,,43.0,23.0,,Si,No,Si,0.0,20.0,No,Si,57100000,Según categoría,Según categoría,Si
371,Bebidas Gatunas Frías,Bebidas Coreanas,,MILKIS MELÓN 250 ml,,43.0,21.0,,Si,No,Si,14.0,22.0,No,Si,25100000,Según categoría,Según categoría,Si
372,Bebidas Gatunas Frías,Bebidas Coreanas,,MILKIS ORIGINAL 250 ml,,43.0,21.0,,Si,No,Si,0.0,22.0,No,Si,25200000,Según categoría,Según categoría,Si
438,Bebidas Gatunas Frías,Bebidas Coreanas,,Paldo BTS Cold Brew Americano,"es café americano preparado en frío (cold brew) listo para consumir, a los amantes del café y fans de BTS les encantará.",65.0,41.55,Asiaon Mart,No,No,Si,0.0,23.45,No,Si,30800000,Según categoría,Según categoría,No
738,Bebidas Gatunas Frías,Bebidas Coreanas,,Ponche De Arroz - Paldo Shikhye,,25.0,19.0,Asiaon Mart,No,No,Si,0.0,6.0,No,Si,59800000,Según categoría,Según categoría,Si
705,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMINE LIMON,,65.0,,,No,No,No,,,No,Si,56600000,Según categoría,Según categoría,No
583,Bebidas Gatunas Frías,Bebidas Coreanas,,Ramune,,94.0,,,No,No,No,,,No,Si,44700000,No,No,No
435,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE FRESA,"Refresco tradicional japonés, La forma única de la botella y cómo está sellada con una canica hace que sea divertido y gratificante de abrir.",75.0,53.36,Asiaon Mart,Si,No,Si,5.0,21.64,No,Si,30500000,Según categoría,Según categoría,Si
707,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE LIMON,,75.0,,,Si,No,Si,0.0,,No,Si,56800000,Según categoría,Según categoría,Si
437,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE LYCHEE,"Refresco tradicional japonés, La forma única de la botella y cómo está sellada con una canica hace que sea divertido y gratificante de abrir.",75.0,46.92,,Si,No,Si,14.0,28.08,No,Si,30700000,Según categoría,Según categoría,No
477,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE MELON,"Refresco tradicional japonés, La forma única de la botella y cómo está sellada con una canica hace que sea divertido y gratificante de abrir.",75.0,53.36,Asiaon Mart,Si,No,Si,5.0,21.64,No,Si,34600000,Según categoría,Según categoría,Si
706,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE MORA AZUL,,65.0,,,No,No,Si,14.0,,No,Si,56700000,Según categoría,Según categoría,Si
478,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE NARANJA,"Refresco tradicional japonés, La forma única de la botella y cómo está sellada con una canica hace que sea divertido y gratificante de abrir.",75.0,53.36,Asiaon Mart,Si,No,Si,4.0,21.64,No,Si,34700000,Según categoría,Según categoría,Si
473,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE ORIGINAL,,75.0,53.36,Asiaon Mart,Si,No,Si,12.0,21.64,No,Si,34200000,Según categoría,Según categoría,Si
436,Bebidas Gatunas Frías,Bebidas Coreanas,,RAMUNE UVA,"Refresco tradicional japonés, La forma única de la botella y cómo está sellada con una canica hace que sea divertido y gratificante de abrir.",75.0,53.36,Asiaon Mart,Si,No,Si,-1.0,21.64,No,Si,30600000,Según categoría,Según categoría,Si
836,Bebidas Gatunas Frías,Bebidas Coreanas,,Soda coreana,,70.0,,,Si,No,No,,,No,No,69500000,Según categoría,Según categoría,Si
711,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU AMERICANO,,100.0,69.05,,Si,No,Si,-1.0,30.95,No,Si,57200000,Según categoría,Según categoría,Si
793,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU BLUE BERRY (MORA AZUL),,100.0,68.17,,Si,No,Si,-1.0,31.83,No,Si,65200000,Según categoría,Según categoría,Si
805,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU CITRON,,100.0,68.17,Asiaon Mart,Si,No,Si,-1.0,31.83,No,Si,66400000,Según categoría,Según categoría,Si
468,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU DURAZNO,,100.0,68.17,,Si,No,No,1.0,31.83,No,Si,33700000,Según categoría,Según categoría,Si
469,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU FRESA,,100.0,68.17,,Si,No,Si,-3.0,31.83,No,Si,33800000,Según categoría,Según categoría,Si
704,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU MANDARINA,,100.0,,,Si,No,Si,0.0,,No,Si,56500000,Según categoría,Según categoría,Si
663,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU MANGO,,100.0,68.17,,Si,No,Si,0.0,31.83,No,Si,52700000,Según categoría,Según categoría,Si
696,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU MANZANA,,100.0,,,No,No,No,,,No,Si,56000000,Según categoría,Según categoría,Si
467,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU MANZANA VERDE,,100.0,68.17,,Si,No,Si,-1.0,31.83,No,Si,33600000,Según categoría,Según categoría,Si
471,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU ORIGINAL,,100.0,68.17,,Si,No,Si,0.0,31.83,No,Si,34000000,Según categoría,Según categoría,Si
470,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU SAERO,,100.0,68.17,,Si,No,Si,0.0,31.83,No,Si,33900000,Según categoría,Según categoría,Si
792,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU UVA,,100.0,68.17,,Si,No,Si,0.0,31.83,No,Si,65100000,Según categoría,Según categoría,Si
472,Bebidas Gatunas Frías,Bebidas Coreanas,,SOJU YOGURT,,100.0,68.17,,Si,No,Si,-1.0,31.83,No,Si,34100000,Según categoría,Según categoría,Si
883,Bebidas Gatunas Frías,BEBIDAS KPOP,,HARD THE KITTEN,,89.0,,,Si,No,No,,,Si,Si,74200000,Según categoría,Según categoría,No
880,Bebidas Gatunas Frías,BEBIDAS KPOP,,LILAC PURR LATTE,,89.0,,,Si,No,No,,,Si,Si,73900000,Según categoría,Según categoría,No
884,Bebidas Gatunas Frías,BEBIDAS KPOP,,RED THE FLAVOR VELVET,,89.0,,,Si,No,No,,,Si,Si,74300000,Según categoría,Según categoría,No
882,Bebidas Gatunas Frías,BEBIDAS KPOP,,RING DING DONG,,89.0,,,Si,No,No,,,Si,Si,74100000,Según categoría,Según categoría,No
885,Bebidas Gatunas Frías,BEBIDAS KPOP,,SODA COREANA CANTABILE,,68.0,,,Si,No,No,,,Si,Si,74400000,Según categoría,Según categoría,No
881,Bebidas Gatunas Frías,BEBIDAS KPOP,,TWICE TASTIC KITTY,,89.0,,,Si,No,No,,,Si,Si,74000000,Según categoría,Según categoría,No
645,Bebidas Gatunas Frías,Bobah Tea's,,ALGODÓN DE AZÚCAR BOBA TEA'S,,0.0,,,Si,No,Si,,,No,No,50900000,Según categoría,Según categoría,Si
302,Bebidas Gatunas Frías,Bobah Tea's,BOBAH,BOBAH TEA,,44.0,2.13,,Si,Si,Si,,41.87,Si,Si,18900000,Según categoría,Según categoría,Si
380,Bebidas Gatunas Frías,Bobah Tea's,,BOBAH TEA AGUA,,40.0,0.0,,No,No,Si,,40.0,Si,No,25900000,Según categoría,Según categoría,Si
611,Bebidas Gatunas Frías,Bobah Tea's,,Bobah Tea Chocolate 16 oz,,80.0,,,No,No,No,,,No,Si,47500000,Según categoría,Según categoría,No
612,Bebidas Gatunas Frías,Bobah Tea's,,Bobah Tea Horchata 16 oz,,80.0,,,No,No,No,,,No,Si,47600000,Según categoría,Según categoría,No
613,Bebidas Gatunas Frías,Bobah Tea's,,Bobah Tea Matcha 16 oz,,80.0,,,No,No,No,,,No,Si,47700000,Según categoría,Según categoría,No
614,Bebidas Gatunas Frías,Bobah Tea's,,Bobah Tea Pink Lemonade 16 oz,,80.0,,,No,No,No,,,No,Si,47800000,Según categoría,Según categoría,No
615,Bebidas Gatunas Frías,Bobah Tea's,,Bobah Tea Taro Purple 16 oz,,87.0,,,No,No,No,,,No,Si,47900000,Según categoría,Según categoría,No
616,Bebidas Gatunas Frías,Bobah Tea's,,Bobah Tea Té Verde Frutos Rojos 16 oz,,80.0,,,No,No,No,,,No,Si,48000000,Según categoría,Según categoría,No
617,Bebidas Gatunas Frías,Bobah Tea's,,Bobah Tea Vainilla 16 oz,,80.0,,,No,No,No,,,No,Si,48100000,Según categoría,Según categoría,No
618,Bebidas Gatunas Frías,Bobah Tea's,,Chai Latte caliente,,58.0,,,Si,No,No,,,No,Si,48200000,Según categoría,Según categoría,No
103,Bebidas Gatunas Frías,Bobah Tea's,,CHOCOLATE BOBA TEA´S,,0.0,70.0,,Si,No,Si,,-70.0,No,No,4200000,Según categoría,Según categoría,Si
389,Bebidas Gatunas Frías,Bobah Tea's,,FRUTOS ROJOS BOBAH TEA'S,,63.0,,,Si,No,Si,,,No,No,26800000,Según categoría,Según categoría,Si
109,Bebidas Gatunas Frías,Bobah Tea's,,FRUTOS ROJOS BOBA TEA´S,,63.0,,,Si,No,Si,,,No,No,15400000,Según categoría,Según categoría,Si
104,Bebidas Gatunas Frías,Bobah Tea's,,HORCHATA BOBA TEA´S,,59.0,,,Si,No,Si,,,No,No,8000000,Según categoría,Según categoría,Si
377,Bebidas Gatunas Frías,Bobah Tea's,,LECHE DESLACTOSADA BOBAH TEA,,0.0,10.37624,,Si,No,Si,,-10.37624,No,No,25700000,Según categoría,Según categoría,Si
378,Bebidas Gatunas Frías,Bobah Tea's,,LECHE DESLACTOSADA LIGHT BOBAH TEA,,0.0,,,No,No,Si,,,No,No,25800000,Según categoría,Según categoría,Si
376,Bebidas Gatunas Frías,Bobah Tea's,,LECHE ENTERA BOBAH TEA,,0.0,10.257,,Si,No,Si,,-10.257,No,No,25600000,Según categoría,Según categoría,Si
105,Bebidas Gatunas Frías,Bobah Tea's,,MATCHA BOBA TEA´S,,70.0,,,Si,No,Si,,,No,No,10900000,Según categoría,Según categoría,Si
851,Bebidas Gatunas Frías,Bobah Tea's,,matcha coco,,75.0,,,Si,No,No,,,No,Si,71000000,Según categoría,Según categoría,Si
106,Bebidas Gatunas Frías,Bobah Tea's,,PINK LEMONADE BOBA TEA´S,,63.0,,,Si,No,Si,,,No,No,13400000,Según categoría,Según categoría,Si
388,Bebidas Gatunas Frías,Bobah Tea's,BOB_2X100,PROMO BOBAH G 2X100,,100.0,,,No,No,Si,,,Si,Si,26700000,Según categoría,Según categoría,Si
107,Bebidas Gatunas Frías,Bobah Tea's,,TARO BOBA TEA´S,,0.0,,,No,No,Si,,,No,No,15100000,Según categoría,Según categoría,Si
108,Bebidas Gatunas Frías,Bobah Tea's,,TARO PURPPLE BOBA TEA´S,,75.0,,,Si,No,Si,,,No,No,15300000,Según categoría,Según categoría,Si
110,Bebidas Gatunas Frías,Bobah Tea's,,VAINILLA BOBA TEA´S,,70.0,,,Si,No,Si,,,No,No,15600000,Según categoría,Según categoría,Si
876,Bebidas Gatunas Frías,Cafés fríos,,ICE COFE,,76.0,,agua,Si,No,Si,,,No,Si,73500000,Según categoría,Si,Si
867,Bebidas Gatunas Frías,Cafés fríos,,ICE COFFE,,65.0,,,No,No,Si,,,No,Si,72600000,Según categoría,Según categoría,Si
840,Bebidas Gatunas Frías,Cafés fríos,,ICE COFFE (CAFÉ FRÍO),,50.0,,,No,No,No,,,No,No,69900000,No,No,No
621,Bebidas Gatunas Frías,Chamoyadas,,Chamoyada Fresa Sandía,,72.0,,,No,No,No,,,No,No,48500000,Según categoría,Según categoría,No
619,Bebidas Gatunas Frías,Chamoyadas,,Chamoyada Mango,,72.0,,,No,No,No,,,No,No,48300000,Según categoría,Según categoría,No
622,Bebidas Gatunas Frías,Chamoyadas,,Chamoyada Maracuyá,,72.0,,,No,No,No,,,No,No,48600000,Según categoría,Según categoría,No
858,Bebidas Gatunas Frías,Chamoyadas,,CHAMOYADA PELON,,52.0,,,Si,No,Si,,,Si,Si,71700000,Según categoría,Según categoría,Si
620,Bebidas Gatunas Frías,Chamoyadas,,Chamoyada Picafresa,,72.0,,,No,No,No,,,No,No,48400000,Según categoría,Según categoría,No
10,Bebidas Gatunas Frías,Frappé's Gatunos,,ALGODÓN DE AZUCAR FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,800000,Según categoría,Según categoría,No
11,Bebidas Gatunas Frías,Frappé's Gatunos,,BAILEYS FRAPPÉ,,15.0,9.985,,Si,No,Si,,5.015,No,No,1000000,Según categoría,Según categoría,Si
12,Bebidas Gatunas Frías,Frappé's Gatunos,,CAJETA FRAPPÉ,,0.0,8.19416,,Si,No,Si,,-8.19416,No,No,1700000,Según categoría,Según categoría,No
414,Bebidas Gatunas Frías,Frappé's Gatunos,,CALABAZA FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,28500000,Según categoría,Según categoría,Si
284,Bebidas Gatunas Frías,Frappé's Gatunos,,CAPPUCCINO FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,1200000,Según categoría,Según categoría,No
14,Bebidas Gatunas Frías,Frappé's Gatunos,,CEREZA FRAPPÉ,,15.0,,,Si,No,Si,,,No,No,2300000,Según categoría,Según categoría,No
16,Bebidas Gatunas Frías,Frappé's Gatunos,,CHAI MANZANA CANELA FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,2800000,Según categoría,Según categoría,No
401,Bebidas Gatunas Frías,Frappé's Gatunos,,CHAI VAINILLA FRAPPÈ,,10.0,,,Si,No,Si,,,No,No,27600000,Según categoría,Según categoría,Si
20,Bebidas Gatunas Frías,Frappé's Gatunos,,CHEESECAKE FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,3100000,Según categoría,Según categoría,No
